股票代码,简称,公司法定中文名称,公司法定代表人,公司注册地址,公司办公地址邮政编码,公司国际互联网网址,公司董事会秘书姓名,公司董事会秘书电话,公司董事会秘书电子信箱,报告期末股东总数,每10股送红股数,每10股派息数（含税）,每10股转增数,本期营业收入(元),本期营业利润(元),利润总额(元),归属于上市公司股东的净利润(元),归属于上市公司股东的扣除非经常性损益的净利润(元),经营活动产生的现金流量净额(元),总资产(元),所有者权益（或股东权益）(元),基本每股收益(元/股),稀释每股收益(元/股),扣除非经常性损益后的基本每股收益(元/股),全面摊薄净资产收益率（%）,加权平均净资产收益率（%）,扣除非经常性损益后全面摊薄净资产收益率（%）,扣除非经常性损益后的加权平均净资产收益率（%）,每股经营活动产生的现金流量净额(元/股),归属于上市公司股东的每股净资产（元/股）
600298,安琪酵母,"安琪酵母股份有限公司 ","俞学锋","湖北省宜昌市城东大道168号","443003","http://www.angelyeast.com","-","-","-","33,184","0","0","0","3,119,381,261.58","0","0","146,439,844.95","116,268,109.02","488,180,631.84","6,338,873,886.01","2,735,902,607.17","0.44","0.44","0.35","0","5.38","0","4.28","0","0"
600299,蓝星新材,"蓝星化工新材料股份有限公司","陆晓宝","北京市海淀区花园东路30号花园饭店","100029","www.star-nm.com","-","-","-","29,225","0","0","0","8,262,539,718.23","0","0","-1,138,608,454.99","-1,239,410,695.86","423,910,940.84","20,007,159,140.1","763,574,273.65","-2.18","-2.18","-2.37","0","-85.5","0","-93.07","0","0"
600300,维维股份,"维维食品饮料股份有限公司","杨启典","江苏省徐州市维维大道300号","221111","www.vvgroup.com","-","-","-","138,341","0","0.05","0","5,061,830,078.44","0","0","80,589,912.39","-202,973,412.96","210,290,843.26","7,026,953,897.93","2,445,287,707.36","0.05","0.05","-0.12","0","3.31","0","-8.33","0","0"
600301,*ST南化,"南宁化工股份有限公司","覃卫国","广西南宁市南建路26号","530031","www.nh.com.cn","-","-","-","18,588","0","0","0","678,019,886.83","0","0","47,705,333.52","-257,514,164.78","-23,025,131.28","2,179,908,943.37","24,630,566.18","0.2","0.2","-1.1","0","0","0","0","0","0"
600302,标准股份,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600303,曙光股份,"辽宁曙光汽车集团股份有限公司","李进巅","辽宁省丹东市振安区曙光路50号","118001","www.sgautomotive.com","-","-","-","62,345","0","0","0","4,836,308,983.71","0","0","-268,850,595.64","-361,957,730.85","-246,928,935.6","7,582,020,458.4","2,058,972,050.56","-0.47","-0.47","-0.63","0","-10.77","0","-14.49","0","0"
600305,恒顺醋业,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600306,商业城,"沈阳商业城股份有限公司","张殿华","沈阳市沈河区中街路212号","110011","www.sysyc.cn","-","-","-","12,445","0","0","0","1,860,387,635","0","0","-277,327,986.24","-278,623,241.6","-191,928,640.31","3,537,804,726.85","67,238,774.56","-1.56","-1.56","-1.56","0","-78.27","0","-78.64","0","0"
600307,酒钢宏兴,"甘肃酒钢集团宏兴钢铁股份有限公司","程子建","甘肃省嘉峪关市雄关东路12号","735100","www.jisco.cn/structure/hongxinggufen.htm","-","-","-","98,372","0","0","0","94,569,759,960.75","0","0","-2,338,477,546.68","-2,349,391,581.75","-2,958,222,763.22","57,415,463,608.75","16,423,229,102.16","-0.37","-0.37","-0.38","0","-13.18","0","-13.25","0","0"
600308,华泰股份,"山东华泰纸业股份有限公司","李建华","山东省东营市广饶县大王镇","257335","http://www.huataipaper.com","-","-","-","83,941","0","0.25","0","9,757,410,683.54","0","0","64,613,428.55","-82,612,497.59","1,696,906,176.52","16,473,560,880.44","6,266,694,072.05","0.06","0.06","-0.07","0","1.03","0","-1.32","0","0"
600309,万华化学,"万华化学集团股份有限公司","丁建生","烟台市幸福南路7号","264013","www.whchem.com","-","-","-","49,892","0","7","0","20,237,973,217.99","0","0","2,891,412,294.74","2,782,621,210.24","3,869,262,970.07","31,143,678,760.3","9,677,924,314.51","1.34","0","1.29","0","32.62","0","31.39","0","0"
600310,桂东电力,"广西桂东电力股份有限公司","秦春楠","广西贺州市平安西路12号","542899","http://www.gdep.com.cn","-","-","-","20,252","0","2.5","0","2,223,704,061.76","0","0","54,747,135.15","37,612,071.18","276,518,332.98","8,217,368,927.24","3,285,590,471.81","0.2","0.2","0.14","0","1.72","0","1.18","0","0"
600311,荣华实业,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600312,平高电气,"河南平高电气股份有限公司","李永河","河南省平顶山市南环东路22号","467001","http://www.pinggao.com","-","-","-","57,199","0","0.5","0","3,818,393,165.04","0","0","398,603,191.16","390,421,598.98","-199,765,023.73","6,359,331,566.18","3,227,870,382.39","0.49","0.49","0.48","0","12.99","0","12.72","0","0"
600313,中农资源,"中农发种业集团股份有限公司","余涤非","北京市西城区阜外大街甲28号（西楼）12层","100037","http://znfzy.com","-","-","-","25,677","0","0","0","2,529,148,765.93","0","0","42,686,831.92","38,984,360.76","7,562,703.21","1,771,557,307.23","1,025,291,615.13","0.12","0.12","0.11","0","4.03","0","3.69","0","0"
600315,上海家化,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600316,洪都航空,"江西洪都航空工业股份有限公司","宋承志","南昌高新技术产业开发区南飞点","330024","www.hongdu-aviation.com","-","-","-","43,952","0","0.4","0","2,860,498,497.26","0","0","90,912,179.8","41,793,212.95","-68,237,165.48","7,434,992,697.88","4,747,580,925.65","0.13","0.13","0.06","0","1.95","0","0.9","0","0"
600317,营口港,"营口港务股份有限公司","高宝玉","辽宁省营口市鲅鱼圈区营港路1号","115007","http://www.ykplc.com","-","-","-","86,519","0","5.29","20","3,687,111,558.9","0","0","511,129,457.06","512,038,522.01","1,165,093,986.72","16,145,432,917.87","9,767,054,399.79","0.24","0.24","0.24","0","5.36","0","5.37","0","0"
600318,巢东股份,"安徽巢东水泥股份有限公司","黄炳均","安徽省合肥市巢湖市长江西路269号","238001","正在更新中","-","-","-","24,778","0","0.7","0","1,178,058,713.91","0","0","107,052,426.25","96,704,786.54","232,010,858.35","2,059,610,184.54","996,091,027.92","0.44","0.44","0.4","0","11.74","0","10.61","0","0"
600319,*ST亚星,"潍坊亚星化学股份有限公司","李白贤","山东省潍坊市寒亭区民主街529号","261031","http://www.chinayaxing.com","-","-","-","22,883","0","0","0","1,628,244,005.36","0","0","8,793,023.44","-185,021,772.1","-15,978,890.28","2,143,349,317.3","376,527,062.9","0.03","0.03","-0.59","0","0.02","0","-0.5","0","0"
600320,振华重工,"上海振华重工(集团)股份有限公司","宋海良","上海市浦东南路3470号","200125","http://www.zpmc.com","-","-","-","345,139","0","0","0","23,201,555,800","0","0","139,836,320","-1,009,219,217","939,176,336","49,154,736,687","14,510,604,831","0.03","0.03","-0.23","0","0.97","0","-7.03","0","0"
600321,国栋建设,"四川国栋建设股份有限公司","王春鸣","四川省成都市双流县板桥","610041","http://www.guodong.cn","-","-","-","64,330","0","0.2","0","744,839,857.02","0","0","74,849,770.07","-104,756,762.14","77,252,426.73","3,274,299,078.43","2,148,870,114.56","0.06","0.06","-0.09","0","3.55","0","-4.96","0","0"
600322,天房发展,"天津市房地产发展（集团）股份有限公司","张建台","天津市和平区常德道80号","300050","http://www.tffzgroup.cn","-","-","-","135,234","0","0.4","0","1,749,436,595.88","0","0","143,704,443.04","81,834,148.83","-1,500,823,919.18","17,604,480,748.38","4,464,901,593.52","0.13","0.13","0.07","0","3.23","0","1.84","0","0"
600323,南海发展,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600325,华发股份,"珠海华发实业股份有限公司","袁小波","珠海市昌盛路155号","519030","www.cnhuafas.com","-","-","-","61,337","0","2","0","7,017,125,542.69","0","0","538,337,740.2","504,476,024.73","871,809,077.25","43,728,167,241.85","6,382,322,851.55","0.66","0.66","0.62","0","8.58","0","8.04","0","0"
600326,西藏天路,"西藏天路股份有限公司","多吉罗布","西藏拉萨市夺底路14号","850000","http://www.xztianlu.com","-","-","-","79,571","0","0","0","1,745,372,440.29","0","0","4,871,898.37","4,510,757.92","198,355,153.15","2,917,161,509.19","1,066,905,910.58","0.01","0.01","0.01","0","0.46","0","0.42","0","0"
600327,大东方,"无锡商业大厦大东方股份有限公司","潘霄燕","江苏省无锡市中山路343号","214001","http://www.eastall.com","-","-","-","40,120","0","1.2","0","8,898,870,469.66","0","0","186,864,336.51","163,054,872.28","109,926,809.92","4,570,663,545.12","1,373,341,572.36","0.36","0.36","0.31","0","14.36","0","12.53","0","0"
600328,兰太实业,"内蒙古兰太实业股份有限公司","李德禄","内蒙古阿拉善左旗吉兰泰镇","750336","http://www.lantaicn.com","-","-","-","48,669","0","0.3","0","2,012,731,375.96","0","0","35,051,192.08","-175,888.26","92,872,089.6","7,185,960,287.09","1,260,576,422.4","0.1","0.1","-0","0","2.85","0","-0.01","0","0"
600329,中新药业,"天津中新药业集团股份有限公司","王志强","天津市南开区白堤路17号","300193","http://www.zhongxinyaoye.com","-","-","-","44,511","0","1.5","0","6,010,136,728.32","0","0","351,794,374.51","289,941,646.56","213,435,404.69","5,262,331,548.81","2,417,381,110.56","0.48","0.48","0.39","0","15.45","0","12.73","0","0"
600330,天通股份,"天通控股股份有限公司","潘建清","海宁市盐官镇建设路1号","314400","www.tdgcore.com","-","-","-","100,051","0","0","0","1,256,100,664.88","0","0","12,140,467.2","-50,252,590.66","81,713,949.15","2,527,377,954.3","1,171,175,362.32","0.02","0.02","-0.08","0","1.04","0","-4.3","0","0"
600331,宏达股份,"四川宏达股份有限公司","杨骞","四川省什邡市师古镇慈山村","610041","http://www.sichuanhongda.com","-","-","-","114,512","0","0","0","3,511,260,141.88","0","0","26,449,593.38","-95,273,002.28","231,081,796.66","7,876,683,934.34","763,991,921.87","0.03","0.03","-0.09","0","3.47","0","-12.59","0","0"
600332,白云山,"广州白云山医药集团股份有限公司","李楚源","中国广东省广州市荔湾区沙面北街45号","510130","http://www.gybys.com.cn","-","-","-","79,494","0","2.3","0","17,608,193,312.31","0","0","980,045,077.1","891,802,430.07","1,339,140,138.82","12,249,123,151.39","6,831,767,891.88","0.77","0.77","0.7","0","15.71","0","14.3","0","0"
600333,长春燃气,"长春燃气股份有限公司","张志超","长春市朝阳区延安大街421号","130021","http://www.ccrq.com.cn","-","-","-","61,253","0","0.3","0","1,749,371,528.38","0","0","38,198,058.43","-27,597,708.81","-17,078,841","3,747,839,923.03","1,893,107,482.37","0.07","0.07","-0.05","0","2.7","0","-1.95","0","0"
600335,国机汽车,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600336,澳柯玛,"澳柯玛股份有限公司","李蔚","青岛经济技术开发区前湾港路315号","266510","http://www.aucma.com.cn","-","-","-","59,856","0","0","0","4,312,357,399.66","0","0","152,146,751.83","61,274,330.41","237,013,792.13","3,268,243,681.29","919,515,091.1","0.22","0.22","0.09","0","18.06","0","7.27","0","0"
600337,美克股份,"美克国际家具股份有限公司","寇卫平","新疆乌鲁木齐经济技术开发区迎宾路160号","830026","www.markorfurniture.com","-","-","-","32,627","0","1.5","0","2,675,159,308.56","0","0","172,008,381.12","154,488,097.44","315,669,367.55","3,774,579,209.37","2,707,756,318.06","0.27","0.27","0.24","0","6.58","0","5.91","0","0"
600338,西藏珠峰,"西藏珠峰工业股份有限公司","黄建荣","西藏自治区拉萨市北京中路65号","200072","http://www.zfmotor.com ","-","-","-","21,694","0","0","0","1,569,074,164.67","0","0","20,883,746.72","-66,631,772.5","2,945,813.81","534,025,935.28","27,212,537.42","0.13","0.13","-0.42","0","137.33","0","-438.17","0","0"
600339,天利高新,"新疆独山子天利高新技术股份有限公司","付德新","新疆独山子区大庆东路2号","833699","http://www.600339.cc","-","-","-","62,782","0","0","0","3,057,262,076.62","0","0","5,402,227.24","-21,832,064.81","355,357,484.72","3,894,460,710.97","1,173,750,344.58","0.01","0.01","-0.04","0","0.46","0","-1.85","0","0"
600340,华夏幸福,"华夏幸福基业股份有限公司","王文学","河北省固安县京开路西侧三号路北侧一号","100027","http://www.cfldcn.com","-","-","-","18,011","0","1.5","0","21,059,753,648.07","0","0","2,714,894,781.44","2,691,899,768.94","-3,474,422,590.73","74,093,810,903.27","6,650,423,919.24","2.05","2.05","2.03","0","44.3","0","44.01","0","0"
600343,航天动力,"陕西航天动力高科技股份有限公司","王新敏","西安市高新区锦业路78号","710077","http：//www.china-htdl.com","-","-","-","31,847","0","1","10","1,386,721,858.28","0","0","73,552,949.48","53,748,041.98","76,641,154.84","3,789,811,696.51","2,180,043,293.18","0.25","0.25","0.18","0","3.87","0","2.83","0","0"
600345,长江通信,"武汉长江通信产业集团股份有限公司","童国华","武汉市东湖开发区关东工业园文华路2号","430074","www.ycig.com","-","-","-","18,519","0","0","0","1,063,951,190.78","0","0","-78,830,260.56","-99,512,041.59","-53,084,954.51","1,980,076,123.43","1,075,752,104.36","-0.4","-0.4","-0.5","0","-6.93","0","-8.75","0","0"
600346,大橡塑,"大连橡胶塑料机械股份有限公司","洛少宁","大连市甘井子区营辉路18号","116036","www.dlrpm.com","-","-","-","17,514","0","0","0","1,217,812,459.44","0","0","11,066,834.9","-22,176,337.59","129,322,785.02","2,886,351,034.79","573,218,343.28","0.05","0.05","-0.09","0","1.94","0","-3.88","0","0"
600348,阳泉煤业,"阳泉煤业（集团）股份有限公司","白英","山西省阳泉市北大街5号","045000","http://www.yqmy.cc","-","-","-","203,707","0","1.17","0","26,169,215,694.62","0","0","935,150,653.45","940,679,172.08","2,576,966,431.23","27,135,340,295.38","12,847,558,457.63","0.39","0.39","0.39","0","6.45","0","6.48","0","0"
600350,山东高速,"山东高速股份有限公司","孙亮","山东省济南市文化东路29号七星吉祥大厦A座","250101","www.sdecl.com.cn","-","-","-","92,284","0","1.51","0","5,831,463,236","0","0","2,322,147,724","2,182,644,097","1,832,487,105","39,066,679,097","19,333,661,039","0.48","0.48","0.45","0","12.57","0","11.81","0","0"
600351,亚宝药业,"亚宝药业集团股份有限公司","任武贤","山西省芮城县富民路43号","044602","http://www.yabao.com.cn","-","-","-","99,600","0","0.6","0","1,624,882,781.9","0","0","118,195,518.86","81,409,348.95","56,801,873.71","3,202,335,242.19","1,683,486,442.81","0.17","0.17","0.12","0","7.2","0","4.96","0","0"
600352,浙江龙盛,"浙江龙盛集团股份有限公司","阮伟祥","浙江省绍兴市上虞区道墟镇","312368","http://www.longsheng.com","-","-","-","56,338","0","2.7","0","14,085,822,576.7","0","0","1,349,109,935.32","1,153,663,505.78","892,068,216.43","18,974,639,920.71","9,163,897,964.9","0.91","0.9","0.78","0","16.19","0","13.85","0","0"
600353,旭光股份,"成都旭光电子股份有限公司","葛行","成都市新都区新都镇新工大道318号","610500","http://www.xuguang.com.cn","-","-","-","29,628","0","1","0","443,594,448.67","0","0","86,717,499.82","15,644,067.29","5,716,267.59","1,176,474,094.18","962,129,126.04","0.32","0.32","0.06","0","9.08","0","1.64","0","0"
600354,敦煌种业,"甘肃省敦煌种业股份有限公司","王大和","甘肃省酒泉市肃州区肃州路28号","735000","http://www.dhseed.com","-","-","-","75,862","0","0","0","1,874,811,756.6","0","0","17,337,411.97","-4,023,219.23","205,683,274.67","4,104,677,568.99","998,812,708.7","0.04","0.04","-0.01","0","1.75","0","-0.41","0","0"
600355,精伦电子,"精伦电子股份有限公司","张学阳","武汉市东湖开发区光谷大道70号","430223","http://www.routon.com","-","-","-","23,178","0","0","0","315,446,560.75","0","0","-57,020,001.89","-78,448,466.86","-27,406,051.72","575,171,307.51","412,594,671.52","-0.23","-0.23","-0.32","0","-12.96","0","-17.83","0","0"
600356,恒丰纸业,"牡丹江恒丰纸业股份有限公司","徐祥","黑龙江省牡丹江市阳明区恒丰路11号","157013","www.hengfengpaper.com","-","-","-","18,930","0","0.88","0","1,517,792,020.83","0","0","73,701,637.75","72,011,906.11","176,089,960.53","2,661,161,577.66","1,532,691,495.19","0.3","0.29","0.3","0","5.05","0","4.94","0","0"
600357,承德钒钛,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600358,*ST联合,"国旅联合股份有限公司","王为民","江苏省南京市汉中路89号金鹰国际商城18楼A座","210029","www.cutc.com.cn","-","-","-","43,164","0","0","0","118,568,746.96","0","0","10,461,728.18","-118,737,359.07","5,940,538.48","1,054,140,440.62","458,607,801.49","0.02","0.02","-0.27","0","2.31","0","-26.19","0","0"
600359,新农开发,"新疆塔里木农业综合开发股份有限公司","李远晨","新疆阿拉尔南口镇1号","843000","http：//www.xnkf.com","-","-","-","52,811","0","0","0","868,094,781.81","0","0","15,169,331.2","-15,110,410.74","73,058,580.62","1,911,995,017.76","409,008,970.3","0.05","0.05","-0.05","0","3.78","0","-3.76","0","0"
600360,华微电子,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600361,华联综超,"北京华联综合超市股份有限公司","彭小海","北京市西城区阜外大街1号四川经贸大厦负2层3号","102605","www.beijing-hualian.com","-","-","-","30,622","0","0.6","0","12,747,534,795.58","0","0","40,559,080.03","3,683,436.55","631,919,938.01","11,299,129,065.7","3,030,537,620.38","0.06","0","0.01","0","1.34","0","0.12","0","0"
600362,江西铜业,"江西铜业股份有限公司","李保民","中华人民共和国江西省贵溪市冶金大道15号","335424","http://www.jxcc.com","-","-","-","194,187","0","5","0","175,890,190,968","0","0","3,565,009,194","3,122,198,232","5,232,520,379","88,766,654,061","44,522,786,074","1.03","1.03","0.9","0","8.16","0","7.15","0","0"
600363,联创光电,"江西联创光电科技股份有限公司","肖文","江西省南昌市高新技术产业开发区京东大道168号","330096","www.lianchuang.com.cn","-","-","-","49,208","0","0.34","0","1,602,272,717.79","0","0","157,960,353.5","100,728,355.4","-83,594,391.55","2,802,978,261.34","1,662,898,237.44","0.36","0.36","0.23","0","9.86","0","6.29","0","0"
600365,通葡股份,"通化葡萄酒股份有限公司","王鹏","通化市前兴路28号","134002","http//www.tonhwa.com","-","-","-","18,145","0","0","0","84,972,606.57","0","0","9,865,957.01","1,451,161.52","-67,050,325.69","751,264,307.18","682,225,845.95","0.05","0.05","0.01","0","2.37","0","0.35","0","0"
600366,宁波韵升,"宁波韵升股份有限公司","杨  齐","浙江省宁波市江东民安路348号","315040","www.yunsheng.com","-","-","-","75,679","0","1.5","0","2,138,442,603.36","0","0","350,164,601.72","236,854,050.77","239,963,634.08","3,941,179,873.36","2,970,821,106.76","0.68","0.68","0.46","0","12.12","0","8.2","0","0"
600367,红星发展,"贵州红星发展股份有限公司","纪成友","贵州省安顺市镇宁县丁旗镇","561206","http://www.hxfz.com.cn","-","-","-","36,318","0","0.1","0","1,053,062,157.6","0","0","3,263,928.84","-18,238,562.33","-460,598.41","1,766,625,025.5","1,199,708,329.92","0.01","0.01","-0.06","0","0.27","0","-1.52","0","0"
600368,五洲交通,"广西五洲交通股份有限公司","何国纯","广西南宁市民族大道115-1号现代国际大厦27层","530028","无","-","-","-","48,363","0","0.21","0","6,175,549,265.39","0","0","191,810,525.08","168,110,115.35","-348,458,381.26","13,934,893,438.14","2,992,197,147.14","0.23","0.23","0.2","0","6.6","0","5.78","0","0"
600369,西南证券,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600370,三房巷,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600371,万向德农,"万向德农股份有限公司","管大源","黑龙江省哈尔滨市南岗区玉山路18号","150090","www.wxdoneed.com","-","-","-","26,876","0","0","0","413,015,082.51","0","0","-35,393,397.3","-49,594,907.3","51,431,022.98","1,013,126,064.67","354,585,189.15","-0.17","-0.17","-0.24","0","-9.09","0","-12.74","0","0"
600372,中航电子,"中航机载电子股份有限公司","卢广山","北京经济技术开发区经海二路29号院8号楼","100028","-","-","-","-","15,979","0","0.5","0","5,998,575,072.7","0","0","627,422,678.09","426,070,305.44","305,050,664.49","13,237,311,836.05","4,891,285,295.01","0.36","0.36","0.24","0","10.38","0","7.05","0","0"
600373,中文传媒,"中文天地出版传媒股份有限公司","赵东亮","江西省上饶市南环路2号","330038","http://www.jxpp.com","-","-","-","22,008","0","0","8","11,386,776,458.38","0","0","637,188,233.86","635,140,397.06","1,453,348,911.55","11,940,984,042.51","5,735,008,384.29","1","1","0.99","0","12.33","0","12.29","0","0"
600375,华菱星马,"华菱星马汽车（集团）股份有限公司","刘汉如","安徽省马鞍山经济技术开发区","243061","www.camc.biz","-","-","-","21,398","0","3","0","6,560,504,694.55","0","0","247,936,215.24","187,969,709.96","465,858,904.33","8,394,771,716.91","4,107,929,046.38","0.52","0.52","0.39","0","7.33","0","5.56","0","0"
600376,首开股份,"北京首都开发股份有限公司","刘希模","北京市东城区安定门外大街183号京宝花园二层","100031","http://www.shoukaigufen.com","-","-","-","43,075","0","1.8","0","13,501,339,699.1","0","0","1,288,838,664.97","1,112,910,815.59","-8,273,847,645.59","92,117,097,736.89","13,955,435,113.15","0.57","0.57","0.5","0","9.56","0","8.26","0","0"
600377,宁沪高速,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600378,天科股份,"四川天一科技股份有限公司","古共伟","成都市高新区高朋大道5号","610225","http:// www.tianke.com","-","-","-","26,552","0","1","0","684,358,581.72","0","0","74,630,436.9","73,697,244.91","89,485,452.88","1,116,454,641.18","667,287,521.06","0.25","0.25","0.25","0","11.69","0","11.54","0","0"
600379,宝光股份,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600380,健康元,"健康元药业集团股份有限公司","朱保国","深圳市南山区高新区北区朗山路17号健康元药业集团大厦","518057","http://www.joincare.com","-","-","-","88,455","0","0.4","0","6,219,885,201.14","0","0","273,624,524.61","242,562,497.52","635,518,849.63","10,745,325,112.24","4,083,773,602.66","0.18","0.18","0.16","0","6.88","0","6.1","0","0"
600381,*ST贤成,"青海贤成矿业股份有限公司","郝立华","青海省西宁市胜利路59号（申宝大厦1118室）","810000","暂无","-","-","-","96,754","0","0","0","4,167,458.33","0","0","32,859,879.91","-168,121,653.99","-28,090,592.92","1,488,991,161.91","-34,238,494.9","0.02","0.02","-0.11","0","0","0","0","0","0"
600382,广东明珠,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600383,金地集团,"金地（集团）股份有限公司","凌克","深圳市福田区福强路金地商业大楼","518048","www.gemdale.com","-","-","-","167,867","0","1.6","0","34,835,841,295.08","0","0","3,608,834,967.29","2,163,472,954.61","-1,561,146,743.8","123,926,332,991.27","29,114,331,819.25","0.81","0.81","0.48","0","13.11","0","7.86","0","0"
600385,*ST金泰,"山东金泰集团股份有限公司","林云","山东省济南市山大北路56号","250100","http://www.sdjintai.com.cn","-","-","-","13,275","0","0","0","537,933,707.76","0","0","26,828,030.16","5,800,943.31","-46,280,810.67","111,762,136.48","17,059,348.86","0.18","0.18","0.04","0","0","0","0","0","0"
600386,北巴传媒,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600387,海越股份,"浙江海越股份有限公司","吕小奎","浙江省诸暨市西施大街59号","311800","http://www.hy600387.com","-","-","-","20,494","0","0.6","0","4,532,775,042.97","0","0","62,935,727.6","-50,125,106.28","-190,659,719.95","6,838,438,107.46","1,120,304,007.38","0.16","0.16","-0.13","0","5.83","0","-4.64","0","0"
600388,龙净环保,"福建龙净环保股份有限公司","周苏华","福建省龙岩市新罗区陵园路81号","364000","http://www.longking.com.cn","-","-","-","83,101","0","3.3","0","5,568,211,847.21","0","0","456,715,102.42","314,194,222.34","80,332,509.18","8,535,014,843.11","2,783,242,301.87","1.07","1.07","0.73","0","16.98","0","11.68","0","0"
600389,江山股份,"南通江山农药化工股份有限公司","李大军","南通市经济技术开发区江山路998号","226017","www.jsac.com.cn","-","-","-","14,517","0","4.7","0","3,162,572,050.32","0","0","302,793,880.28","299,347,461.87","641,225,421.66","3,272,596,028.6","1,210,240,367.13","1.53","1.53","1.51","0","28.33","0","28.01","0","0"
600390,金瑞科技,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600391,成发科技,"四川成发航空科技股份有限公司","陈锦","成都高新区天韵路150号1栋9楼901号","610503","www.fast-avic.com","-","-","-","28,188","0","0.3","0","1,815,046,029.7","0","0","31,889,851.46","27,993,289.26","42,550,304.55","4,225,919,953.04","1,653,286,617.19","0.1","0.1","0.08","0","1.95","0","1.71","0","0"
600392,盛和资源,"盛和资源控股股份有限公司","胡泽松","太原高新技术产业开发区亚日街2号","610041","http://www.scshre.com/","-","-","-","22,168","0","0","0","1,374,699,725.91","0","0","147,849,606.96","146,424,451.8","-253,053,870.42","1,288,031,052.75","1,061,941,853.07","0.39","0.39","0.39","0","15.03","0","14.89","0","0"
600393,东华实业,"广州东华实业股份有限公司","杨树坪","广州市寺右新马路170号四楼","510600","http://www.gzdh.com.cn","-","-","-","22,335","0","1","0","489,563,815.91","0","0","25,320,051.46","27,002,181.37","-49,348,849.91","3,345,264,397.72","958,456,206.62","0.08","0.08","0.09","0","2.66","0","2.84","0","0"
600395,盘江股份,"贵州盘江精煤股份有限公司","张仕和","贵州省六盘水市红果经济开发区","553536","http://www.pjgf.cn","-","-","-","68,237","0","3","0","5,783,686,057.62","0","0","479,788,851.29","470,714,331.59","906,277,896.34","13,947,898,586.27","7,217,197,992.62","0.29","0.29","0.28","0","6.53","0","6.41","0","0"
600396,金山股份,"沈阳金山能源股份有限公司","彭兴宇","沈阳市苏家屯区迎春街2号","110006","http://www.chd.com.cn/stock.jsp?id=758&company=jsgf","-","-","-","41,881","5","1.5","5","4,412,671,024.35","0","0","215,893,759.08","213,468,031.58","1,760,829,415.03","14,932,584,216.39","1,319,941,476.38","0.63","0.63","0.63","0","17.53","0","17.35","0","0"
600397,安源煤业,"安源煤业集团股份有限公司","李良仕","江西省萍乡市昭萍东路3号","330002","http://www.anyuan2002.com","-","-","-","46,635","0","5","0","17,435,476,634.03","0","0","248,277,611.87","233,597,397.55","49,491,803.63","9,275,680,358.14","3,891,136,584.11","0.25","0.25","0.24","0","6.64","0","6.25","0","0"
600398,凯诺科技,"凯诺科技股份有限公司","陶晓华","江苏省江阴市新桥镇","214426","http://www.sancanal.com","-","-","-","46,642","0","1.9","0","1,365,446,336.31","0","0","141,734,961.47","138,937,887.81","457,980,045.49","3,314,490,689.3","2,158,670,598.99","0.22","0.22","0.21","0","6.74","0","6.6","0","0"
600399,抚顺特钢,"抚顺特殊钢股份有限公司","赵明远","辽宁省抚顺市望花区鞍山路东段8号","113001","http://www.fs-ss.com","-","-","-","50,738","0","0.2","0","5,459,539,335.97","0","0","23,189,368.67","18,159,530.32","172,434,844.77","11,508,682,138.4","1,711,993,927.89","0.04","0.04","0.03","0","1.36","0","1.06","0","0"
600400,红豆股份,"江苏红豆实业股份有限公司","刘连红","江苏省无锡市锡山区东港镇","214199","www.hongdou.com.cn","-","-","-","56,217","0","0.3","0","2,394,363,743.77","0","0","47,931,352.21","16,608,367.97","806,122,945.38","6,996,475,935.24","1,396,767,050.62","0.09","0.09","0.03","0","3.48","0","1.21","0","0"
600401,海润光伏,"海润光伏科技股份有限公司","任向东","江阴市徐霞客镇璜塘工业园区","214407","www.hareonsolar.com","-","-","-","32,302","0","0","1.6","4,758,643,394.66","0","0","-202,597,005.16","-233,982,527.3","1,383,746,030.97","13,473,075,721.79","2,257,563,341.04","-0.2","-0.2","-0.23","0","-7.82","0","-9.03","0","0"
600403,大有能源,"河南大有能源股份有限公司","杜毅敏","河南省义马市千秋路6 号","472300","http://www.hndyny.com","-","-","-","24,866","0","1.5","0","11,165,836,307.91","0","0","1,193,628,535.84","1,209,483,914.64","730,418,682.32","15,434,937,962.5","10,381,438,651.95","0.5","0.5","0.51","0","11.71","0","11.85","0","0"
